VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
1,2023-07-17 05:03:00,2023-07-17 05:14:00,4,2.99,1,N,22,70,2,17.26,0.5,0.5,0.68,0.0,1.0,22.44,2.5,0.0
1,2023-07-17 07:54:00,2023-07-17 08:34:00,1,0.48,1,N,199,66,1,19.09,3.5,0.5,0.53,0.0,1.0,27.12,2.5,0.0
1,2023-07-17 08:26:00,2023-07-17 09:04:00,1,1.61,1,N,194,264,2,3.53,0.5,0.5,0.8,6.55,1.0,12.88,0.0,0.0
1,2023-07-17 09:40:00,2023-07-17 10:13:00,1,0.31,1,N,239,43,1,11.82,3.5,0.5,4.12,0.0,1.0,23.44,2.5,0.0
1,2023-07-17 10:54:00,2023-07-17 11:18:00,1,4.1,1,N,172,238,1,12.02,1.0,0.5,3.16,0.0,1.0,20.18,2.5,0.0
2,2023-07-17 14:44:00,2023-07-17 15:17:00,1,15.9,1,N,258,27,1,3.91,3.5,0.5,2.39,0.0,1.0,13.8,2.5,0.0
2,2023-07-17 15:00:00,2023-07-17 15:38:00,1,1.38,1,N,83,62,1,10.84,1.0,0.5,1.15,6.55,1.0,25.29,2.5,1.75
2,2023-07-17 18:46:00,2023-07-17 19:09:00,1,0.77,1,N,111,108,2,7.96,3.5,0.5,1.78,6.55,1.0,23.79,2.5,0.0
2,2023-07-17 19:01:00,2023-07-17 19:07:00,1,1.89,2,N,138,97,1,4.15,0.0,0.5,8.49,0.0,1.0,16.64,2.5,0.0
1,2023-07-17 21:04:00,2023-07-17 21:29:00,1,1.01,1,N,29,202,2,26.41,1.0,0.5,0.97,6.55,1.0,36.43,0.0,0.0
2,2023-07-17 21:56:00,2023-07-17 22:46:00,3,0.76,1,N,96,159,1,10.76,0.5,0.5,1.8,6.55,1.0,23.61,2.5,0.0
2,2023-07-18 01:15:00,2023-07-18 01:28:00,1,4.61,2,N,66,143,1,9.94,1.0,0.5,5.3,6.55,1.0,24.29,0.0,0.0
2,2023-07-18 01:25:00,2023-07-18 01:59:00,4,1.58,1,N,260,197,1,8.99,3.5,0.5,1.49,0.0,1.0,17.98,2.5,0.0
1,2023-07-18 06:41:00,2023-07-18 07:12:00,1,2.22,1,N,154,194,1,19.49,0.5,0.5,3.83,0.0,1.0,25.32,0.0,0.0
1,2023-07-18 07:15:00,2023-07-18 07:26:00,1,9.2,1,N,145,47,2,9.97,0.0,0.5,4.62,0.0,1.0,18.59,2.5,0.0
2,2023-07-18 08:22:00,2023-07-18 08:59:00,1,4.12,1,N,239,92,1,8.27,0.5,0.5,0.89,0.0,1.0,13.66,2.5,0.0
2,2023-07-18 09:51:00,2023-07-18 10:17:00,3,0.46,1,N,230,126,1,12.15,0.0,0.5,5.59,6.55,1.0,25.79,0.0,0.0
2,2023-07-18 09:53:00,2023-07-18 10:46:00,3,0.78,1,N,183,210,1,3.31,0.5,0.5,5.12,6.55,1.0,19.48,2.5,0.0
1,2023-07-18 11:30:00,2023-07-18 11:42:00,1,0.92,1,N,171,143,1,5.36,3.5,0.5,6.61,6.55,1.0,26.02,2.5,0.0
1,2023-07-18 12:15:00,2023-07-18 12:43:00,1,0.82,1,N,260,115,2,32.72,0.5,0.5,1.05,0.0,1.0,38.27,2.5,0.0
1,2023-07-18 14:00:00,2023-07-18 14:27:00,2,3.6,1,N,126,241,1,8.3,1.0,0.5,0.46,0.0,1.0,13.76,2.5,0.0
1,2023-07-18 14:17:00,2023-07-18 15:14:00,2,4.93,1,N,6,3,1,43.47,1.0,0.5,1.82,6.55,1.0,56.84,2.5,0.0
1,2023-07-18 15:53:00,2023-07-18 16:51:00,1,0.72,1,N,190,175,1,11.71,0.5,0.5,1.65,6.55,1.0,24.41,2.5,0.0
2,2023-07-18 16:23:00,2023-07-18 17:02:00,1,2.92,1,N,54,107,2,3.04,2.5,0.5,3.9,6.55,1.0,19.99,2.5,0.0
1,2023-07-18 17:26:00,2023-07-18 18:12:00,1,1.66,1,N,262,263,1,5.4,1.0,0.5,0.47,6.55,1.0,14.92,0.0,0.0
2,2023-07-18 18:14:00,2023-07-18 18:54:00,1,0.67,1,N,41,120,1,3.91,0.0,0.5,0.22,6.55,1.0,12.18,0.0,0.0
2,2023-07-18 18:33:00,2023-07-18 18:40:00,1,1.13,1,N,107,81,1,31.52,1.0,0.5,0.96,0.0,1.0,37.48,2.5,0.0
1,2023-07-18 22:39:00,2023-07-18 23:36:00,2,0.95,1,N,174,202,1,3.39,1.0,0.5,2.09,6.55,1.0,14.53,0.0,0.0
1,2023-07-19 00:50:00,2023-07-19 01:37:00,1,1.51,1,N,22,220,1,19.56,1.0,0.5,0.47,6.55,1.0,31.58,2.5,0.0
1,2023-07-19 01:43:00,2023-07-19 02:21:00,1,2.76,1,N,224,45,1,14.75,0.5,0.5,0.27,0.0,1.0,17.02,0.0,0.0
1,2023-07-19 09:39:00,2023-07-19 10:05:00,1,2.61,1,N,243,103,1,20.89,3.5,0.5,0.05,0.0,1.0,25.94,0.0,0.0
1,2023-07-19 12:33:00,2023-07-19 12:48:00,1,2.36,1,N,223,230,1,4.82,1.0,0.5,0.03,6.55,1.0,16.4,2.5,0.0
2,2023-07-19 13:20:00,2023-07-19 14:19:00,1,0.64,2,N,182,131,2,8.01,0.5,0.5,2.2,6.55,1.0,21.26,2.5,0.0
2,2023-07-19 15:56:00,2023-07-19 16:12:00,4,1.2,1,N,188,149,2,16.79,2.5,0.5,1.65,6.55,1.0,31.49,2.5,0.0
2,2023-07-19 17:43:00,2023-07-19 18:21:00,4,0.93,1,N,124,51,1,9.31,3.5,0.5,3.08,6.55,1.0,28.19,2.5,1.75
2,2023-07-19 17:55:00,2023-07-19 18:30:00,2,2.31,1,N,125,189,1,4.63,1.0,0.5,0.75,6.55,1.0,16.93,2.5,0.0
1,2023-07-19 18:04:00,2023-07-19 18:38:00,1,2.43,1,Y,6,253,1,22.08,0.0,0.5,3.29,0.0,1.0,29.37,2.5,0.0
1,2023-07-19 18:14:00,2023-07-19 18:27:00,1,1.56,1,N,179,185,1,46.46,3.5,0.5,0.86,0.0,1.0,54.82,2.5,0.0
2,2023-07-19 18:41:00,2023-07-19 18:56:00,1,1.64,1,N,217,233,2,29.07,2.5,0.5,1.7,6.55,1.0,43.82,2.5,0.0
2,2023-07-19 19:10:00,2023-07-19 19:17:00,1,2.45,2,N,15,81,1,27.61,0.5,0.5,0.49,0.0,1.0,32.6,2.5,0.0
2,2023-07-20 01:15:00,2023-07-20 01:29:00,1,0.47,1,N,26,89,2,14.15,0.0,0.5,1.07,0.0,1.0,16.72,0.0,0.0
2,2023-07-20 02:41:00,2023-07-20 03:27:00,1,0.38,1,N,127,155,1,20.54,3.5,0.5,1.98,0.0,1.0,30.02,2.5,0.0
2,2023-07-20 03:33:00,2023-07-20 04:24:00,4,1.82,1,N,79,215,4,7.06,0.0,0.5,2.99,0.0,1.0,11.55,0.0,0.0
2,2023-07-20 04:09:00,2023-07-20 04:46:00,1,3.1,1,N,84,237,1,7.34,0.5,0.5,2.3,0.0,1.0,11.64,0.0,0.0
1,2023-07-20 05:16:00,2023-07-20 06:10:00,1,5.0,1,N,37,52,1,3.6,2.5,0.5,1.15,6.55,1.0,15.3,0.0,0.0
2,2023-07-20 05:45:00,2023-07-20 05:55:00,1,0.91,1,N,199,209,2,16.42,2.5,0.5,1.79,0.0,1.0,23.96,0.0,1.75
2,2023-07-20 05:50:00,2023-07-20 06:02:00,1,2.09,1,N,107,263,1,21.53,0.5,0.5,2.02,0.0,1.0,25.55,0.0,0.0
1,2023-07-20 13:10:00,2023-07-20 13:22:00,4,1.7,1,N,153,4,2,13.28,2.5,0.5,2.45,0.0,1.0,22.23,2.5,0.0
2,2023-07-20 13:36:00,2023-07-20 14:24:00,1,2.47,1,N,185,229,1,9.07,1.0,0.5,4.53,0.0,1.0,18.6,2.5,0.0
2,2023-07-20 14:19:00,2023-07-20 15:10:00,4,1.92,1,N,139,25,1,5.89,0.5,0.5,0.92,6.55,1.0,17.86,2.5,0.0
2,2023-07-20 16:03:00,2023-07-20 16:10:00,1,0.42,1,N,219,18,1,35.98,0.0,0.5,0.69,6.55,1.0,44.72,0.0,0.0
2,2023-07-20 16:38:00,2023-07-20 17:16:00,1,0.71,3,N,167,257,3,7.75,3.5,0.5,0.55,0.0,1.0,15.8,2.5,0.0
2,2023-07-20 16:54:00,2023-07-20 17:05:00,1,2.58,1,N,231,247,2,7.78,1.0,0.5,7.34,6.55,1.0,24.17,0.0,0.0
2,2023-07-20 18:22:00,2023-07-20 19:10:00,1,7.76,1,N,245,18,1,5.02,0.0,0.5,1.46,6.55,1.0,14.53,0.0,0.0
1,2023-07-20 18:26:00,2023-07-20 19:05:00,3,1.33,1,N,32,157,1,4.22,0.5,0.5,1.39,0.0,1.0,11.86,2.5,1.75
2,2023-07-20 18:54:00,2023-07-20 19:15:00,1,2.12,1,N,149,124,2,42.89,1.0,0.5,0.19,6.55,1.0,54.63,2.5,0.0
2,2023-07-20 19:52:00,2023-07-20 20:50:00,2,1.69,1,N,22,170,1,21.06,0.0,0.5,8.36,0.0,1.0,33.42,2.5,0.0
2,2023-07-20 20:20:00,2023-07-20 20:48:00,3,1.15,1,N,239,145,1,27.23,0.5,0.5,5.74,0.0,1.0,36.72,0.0,1.75
2,2023-07-20 20:26:00,2023-07-20 21:16:00,2,3.06,1,N,137,86,2,4.27,1.0,0.5,1.59,0.0,1.0,8.36,0.0,0.0
2,2023-07-20 20:27:00,2023-07-20 20:59:00,1,1.22,1,N,258,114,1,25.23,3.5,0.5,1.97,0.0,1.0,32.2,0.0,0.0
2,2023-07-20 22:16:00,2023-07-20 23:04:00,1,2.98,1,N,126,133,1,28.49,1.0,0.5,1.5,0.0,1.0,32.49,0.0,0.0
2,2023-07-20 22:40:00,2023-07-20 22:57:00,2,1.24,1,N,2,42,1,14.38,0.5,0.5,1.65,6.55,1.0,27.08,2.5,0.0
2,2023-07-20 23:05:00,2023-07-20 23:41:00,1,0.65,1,N,186,51,1,19.66,0.5,0.5,1.79,0.0,1.0,25.95,2.5,0.0
1,2023-07-21 01:08:00,2023-07-21 01:35:00,2,3.25,1,N,89,48,1,9.56,3.5,0.5,1.86,0.0,1.0,18.92,2.5,0.0
2,2023-07-21 01:30:00,2023-07-21 02:18:00,5,1.02,1,N,182,183,1,5.1,0.0,0.5,2.31,0.0,1.0,11.41,2.5,0.0
2,2023-07-21 03:42:00,2023-07-21 03:52:00,1,0.36,3,N,14,36,1,17.22,1.0,0.5,1.06,6.55,1.0,29.83,2.5,0.0
1,2023-07-21 04:50:00,2023-07-21 05:11:00,1,4.48,1,N,130,105,1,18.41,0.0,0.5,3.43,6.55,1.0,29.89,0.0,0.0
2,2023-07-21 05:28:00,2023-07-21 06:19:00,1,1.13,1,N,89,34,1,17.0,0.0,0.5,5.84,0.0,1.0,24.34,0.0,0.0
2,2023-07-21 07:50:00,2023-07-21 08:40:00,1,0.86,1,N,144,119,1,17.34,1.0,0.5,0.13,6.55,1.0,29.02,2.5,0.0
2,2023-07-21 08:34:00,2023-07-21 09:02:00,2,2.92,1,N,112,204,1,9.95,2.5,0.5,1.74,0.0,1.0,18.19,2.5,0.0
2,2023-07-21 09:07:00,2023-07-21 10:02:00,2,1.44,1,N,22,228,1,4.81,2.5,0.5,1.58,6.55,1.0,19.44,2.5,0.0
2,2023-07-21 12:00:00,2023-07-21 12:21:00,1,2.12,1,N,21,237,2,10.3,0.5,0.5,1.07,0.0,1.0,15.87,2.5,0.0
2,2023-07-21 15:34:00,2023-07-21 16:25:00,5,1.86,1,N,117,47,2,9.29,3.5,0.5,4.33,0.0,1.0,18.62,0.0,0.0
2,2023-07-21 16:46:00,2023-07-21 17:13:00,1,2.66,1,N,114,211,1,5.82,2.5,0.5,3.78,0.0,1.0,16.1,2.5,0.0
2,2023-07-21 18:04:00,2023-07-21 19:03:00,1,5.42,1,N,242,132,2,5.25,0.5,0.5,3.45,0.0,1.0,13.2,2.5,0.0
2,2023-07-22 01:11:00,2023-07-22 02:01:00,1,2.26,4,N,207,226,1,26.7,2.5,0.5,4.67,0.0,1.0,37.87,2.5,0.0
2,2023-07-22 01:58:00,2023-07-22 02:12:00,1,2.18,1,N,230,186,1,6.73,0.0,0.5,3.3,0.0,1.0,11.53,0.0,0.0
1,2023-07-22 03:17:00,2023-07-22 03:58:00,1,3.27,1,N,260,135,1,40.51,3.5,0.5,5.71,6.55,1.0,62.02,2.5,1.75
2,2023-07-22 04:06:00,2023-07-22 05:01:00,1,0.72,1,N,35,7,1,16.24,1.0,0.5,5.81,0.0,1.0,27.05,2.5,0.0
2,2023-07-22 06:22:00,2023-07-22 06:48:00,2,0.89,1,N,258,63,1,20.37,0.0,0.5,2.3,6.55,1.0,33.22,2.5,0.0
2,2023-07-22 09:24:00,2023-07-22 10:18:00,1,1.68,1,N,168,18,1,9.26,0.5,0.5,0.06,6.55,1.0,17.87,0.0,0.0
1,2023-07-22 09:44:00,2023-07-22 10:19:00,2,13.97,1,N,263,121,2,13.63,0.0,0.5,2.37,0.0,1.0,20.0,2.5,0.0
1,2023-07-22 11:28:00,2023-07-22 12:16:00,1,3.04,1,N,170,12,1,4.81,0.0,0.5,1.17,0.0,1.0,9.98,2.5,0.0
1,2023-07-22 18:15:00,2023-07-22 18:40:00,1,1.29,2,N,46,135,1,8.14,0.5,0.5,6.5,0.0,1.0,20.89,2.5,1.75
2,2023-07-22 18:39:00,2023-07-22 19:26:00,2,3.4,1,N,108,8,1,11.38,0.0,0.5,4.29,6.55,1.0,26.22,2.5,0.0
1,2023-07-22 18:47:00,2023-07-22 18:59:00,4,1.14,1,N,191,122,1,4.47,2.5,0.5,2.65,0.0,1.0,15.37,2.5,1.75
2,2023-07-22 20:27:00,2023-07-22 20:45:00,1,1.06,1,N,183,158,1,3.06,1.0,0.5,1.11,0.0,1.0,6.67,0.0,0.0
2,2023-07-22 22:31:00,2023-07-22 23:25:00,1,0.43,1,N,121,33,1,10.14,0.5,0.5,1.38,6.55,1.0,24.32,2.5,1.75
2,2023-07-22 22:53:00,2023-07-22 23:15:00,1,1.53,1,Y,71,92,2,3.28,2.5,0.5,1.23,6.55,1.0,19.31,2.5,1.75
2,2023-07-23 04:15:00,2023-07-23 04:33:00,1,0.41,4,N,135,260,1,35.02,1.0,0.5,1.77,6.55,1.0,50.09,2.5,1.75
2,2023-07-23 06:37:00,2023-07-23 06:43:00,1,2.66,1,N,214,262,1,23.18,2.5,0.5,3.83,6.55,1.0,40.06,2.5,0.0
2,2023-07-23 08:22:00,2023-07-23 08:54:00,3,0.97,1,N,136,19,3,7.56,3.5,0.5,1.72,6.55,1.0,20.83,0.0,0.0
1,2023-07-23 09:30:00,2023-07-23 09:48:00,1,0.41,1,N,146,220,1,30.21,0.5,0.5,1.37,0.0,1.0,33.58,0.0,0.0
2,2023-07-23 11:05:00,2023-07-23 11:26:00,1,1.83,1,N,233,105,1,8.65,3.5,0.5,4.75,0.0,1.0,18.4,0.0,0.0
1,2023-07-23 12:12:00,2023-07-23 12:44:00,5,1.85,1,N,237,234,1,4.5,2.5,0.5,2.23,6.55,1.0,19.78,2.5,0.0
2,2023-07-23 13:25:00,2023-07-23 13:57:00,1,9.27,1,N,258,133,1,9.86,0.0,0.5,0.86,6.55,1.0,21.27,2.5,0.0
1,2023-07-23 14:39:00,2023-07-23 15:15:00,2,2.69,1,N,26,221,1,5.14,0.5,0.5,2.12,6.55,1.0,15.81,0.0,0.0
2,2023-07-23 18:59:00,2023-07-23 19:28:00,1,2.81,1,N,132,11,1,4.48,0.0,0.5,1.26,0.0,1.0,9.74,2.5,0.0
2,2023-07-23 19:21:00,2023-07-23 19:56:00,1,0.39,1,N,191,231,1,8.51,0.0,0.5,0.22,6.55,1.0,19.28,2.5,0.0
1,2023-07-23 20:41:00,2023-07-23 20:58:00,1,0.79,1,Y,121,143,1,31.67,3.5,0.5,1.16,6.55,1.0,46.88,2.5,0.0
1,2023-07-23 21:44:00,2023-07-23 22:39:00,3,1.01,3,N,29,246,1,16.86,0.0,0.5,1.47,6.55,1.0,28.88,2.5,0.0
2,2023-07-24 01:31:00,2023-07-24 02:12:00,1,0.69,1,N,68,199,1,59.91,1.0,0.5,1.97,6.55,1.0,73.43,2.5,0.0
1,2023-07-24 02:14:00,2023-07-24 03:00:00,2,0.96,3,N,53,59,1,17.35,0.5,0.5,2.32,6.55,1.0,29.97,0.0,1.75
2,2023-07-24 02:45:00,2023-07-24 03:11:00,3,2.73,1,N,238,43,1,19.33,3.5,0.5,9.48,6.55,1.0,40.36,0.0,0.0
1,2023-07-24 03:06:00,2023-07-24 03:11:00,1,3.25,1,N,79,206,2,12.17,2.5,0.5,10.23,6.55,1.0,32.95,0.0,0.0
2,2023-07-24 04:25:00,2023-07-24 04:39:00,1,0.82,1,N,110,202,1,8.62,0.5,0.5,1.58,0.0,1.0,14.7,2.5,0.0
2,2023-07-24 04:54:00,2023-07-24 05:03:00,1,3.17,1,N,119,54,2,8.9,2.5,0.5,3.39,6.55,1.0,25.34,2.5,0.0
2,2023-07-24 05:07:00,2023-07-24 06:02:00,5,5.17,1,N,163,263,1,4.19,1.0,0.5,0.16,6.55,1.0,15.9,2.5,0.0
2,2023-07-24 12:19:00,2023-07-24 12:40:00,1,1.24,4,N,105,86,1,22.64,1.0,0.5,0.09,6.55,1.0,31.78,0.0,0.0
1,2023-07-24 12:27:00,2023-07-24 13:19:00,4,7.13,1,N,174,154,1,21.85,1.0,0.5,2.47,6.55,1.0,35.87,2.5,0.0
1,2023-07-24 15:40:00,2023-07-24 16:22:00,2,4.12,1,N,189,32,1,4.42,3.5,0.5,0.2,0.0,1.0,12.12,2.5,0.0
2,2023-07-24 16:26:00,2023-07-24 16:58:00,1,2.63,3,N,236,255,1,6.52,0.5,0.5,0.76,0.0,1.0,9.28,0.0,0.0
1,2023-07-24 19:23:00,2023-07-24 19:59:00,1,1.86,1,N,88,53,1,5.32,2.5,0.5,7.2,0.0,1.0,20.77,2.5,1.75
2,2023-07-24 21:44:00,2023-07-24 22:08:00,1,1.47,1,N,91,153,1,10.52,2.5,0.5,0.91,6.55,1.0,24.48,2.5,0.0
2,2023-07-24 22:58:00,2023-07-24 23:10:00,1,4.0,1,N,173,121,1,16.13,2.5,0.5,1.28,0.0,1.0,23.91,2.5,0.0
2,2023-07-25 01:26:00,2023-07-25 01:39:00,1,2.1,1,N,83,89,1,16.06,3.5,0.5,3.54,0.0,1.0,27.1,2.5,0.0
1,2023-07-25 04:11:00,2023-07-25 04:22:00,1,1.77,1,N,247,11,2,10.5,1.0,0.5,9.57,0.0,1.0,22.57,0.0,0.0
1,2023-07-25 06:39:00,2023-07-25 07:38:00,1,2.07,1,N,257,36,1,7.45,3.5,0.5,3.38,6.55,1.0,24.88,2.5,0.0
2,2023-07-25 09:27:00,2023-07-25 10:22:00,1,5.78,1,N,5,65,1,6.56,3.5,0.5,6.03,0.0,1.0,17.59,0.0,0.0
1,2023-07-25 10:04:00,2023-07-25 10:30:00,1,0.73,2,N,30,183,2,10.33,0.5,0.5,2.71,0.0,1.0,17.54,2.5,0.0
1,2023-07-25 10:09:00,2023-07-25 10:42:00,3,6.67,1,N,55,109,3,19.63,1.0,0.5,5.34,0.0,1.0,29.97,2.5,0.0
2,2023-07-25 10:30:00,2023-07-25 10:39:00,1,2.09,1,N,190,118,1,32.79,2.5,0.5,0.57,6.55,1.0,43.91,0.0,0.0
1,2023-07-25 11:06:00,2023-07-25 11:42:00,1,0.69,1,Y,94,86,1,6.51,0.5,0.5,1.16,0.0,1.0,12.17,2.5,0.0
1,2023-07-25 11:40:00,2023-07-25 12:00:00,1,1.25,1,N,101,226,2,10.97,0.5,0.5,11.53,0.0,1.0,24.5,0.0,0.0
1,2023-07-25 12:00:00,2023-07-25 12:26:00,1,4.91,1,N,37,139,1,4.93,2.5,0.5,0.5,0.0,1.0,11.93,2.5,0.0
2,2023-07-25 13:57:00,2023-07-25 14:38:00,1,1.32,2,N,256,117,1,9.58,0.5,0.5,2.49,0.0,1.0,18.32,2.5,1.75
2,2023-07-25 14:23:00,2023-07-25 14:55:00,1,6.25,1,N,97,173,1,21.78,1.0,0.5,3.22,0.0,1.0,27.5,0.0,0.0
2,2023-07-25 15:24:00,2023-07-25 16:20:00,1,0.88,1,Y,124,263,1,6.07,0.0,0.5,1.45,0.0,1.0,9.02,0.0,0.0
2,2023-07-25 15:41:00,2023-07-25 16:38:00,1,1.58,1,N,113,148,1,4.89,0.5,0.5,0.96,0.0,1.0,10.35,2.5,0.0
2,2023-07-25 16:48:00,2023-07-25 17:19:00,3,2.18,2,N,229,179,1,9.05,0.5,0.5,2.71,0.0,1.0,13.76,0.0,0.0
2,2023-07-25 16:53:00,2023-07-25 16:59:00,1,5.85,1,N,204,252,4,3.79,2.5,0.5,2.01,6.55,1.0,16.35,0.0,0.0
1,2023-07-25 18:23:00,2023-07-25 19:17:00,1,1.85,1,N,255,231,1,18.3,0.0,0.5,0.17,0.0,1.0,22.47,2.5,0.0
2,2023-07-25 23:38:00,2023-07-26 00:28:00,2,2.54,1,N,148,5,2,10.21,1.0,0.5,0.86,6.55,1.0,21.87,0.0,1.75
2,2023-07-25 23:49:00,2023-07-26 00:47:00,1,1.07,1,N,99,90,1,5.82,1.0,0.5,2.29,0.0,1.0,13.11,2.5,0.0
1,2023-07-26 02:34:00,2023-07-26 03:33:00,1,3.69,1,N,215,43,1,28.98,2.5,0.5,1.87,0.0,1.0,37.35,2.5,0.0
2,2023-07-26 06:16:00,2023-07-26 06:41:00,1,0.69,1,N,110,11,1,13.61,2.5,0.5,0.33,0.0,1.0,20.44,2.5,0.0
1,2023-07-26 08:22:00,2023-07-26 09:00:00,1,0.87,1,N,33,259,1,4.91,1.0,0.5,1.68,6.55,1.0,15.64,0.0,0.0
1,2023-07-26 09:10:00,2023-07-26 09:24:00,1,2.76,2,N,188,203,2,21.63,0.0,0.5,1.26,0.0,1.0,24.39,0.0,0.0
2,2023-07-26 09:45:00,2023-07-26 10:19:00,1,2.4,1,N,174,87,3,29.29,0.0,0.5,0.2,0.0,1.0,30.99,0.0,0.0
2,2023-07-26 15:02:00,2023-07-26 16:01:00,1,0.68,1,N,239,117,1,5.31,1.0,0.5,0.51,0.0,1.0,12.57,2.5,1.75
2,2023-07-26 15:44:00,2023-07-26 16:32:00,1,0.58,1,N,264,208,1,4.83,0.5,0.5,1.4,6.55,1.0,14.78,0.0,0.0
2,2023-07-26 16:32:00,2023-07-26 17:13:00,1,4.61,1,N,235,133,1,33.66,3.5,0.5,1.12,6.55,1.0,48.83,2.5,0.0
1,2023-07-26 17:15:00,2023-07-26 17:37:00,1,5.75,1,N,67,237,1,16.26,2.5,0.5,0.43,0.0,1.0,20.69,0.0,0.0
2,2023-07-26 17:38:00,2023-07-26 18:12:00,3,9.17,1,N,83,144,3,5.49,2.5,0.5,0.94,0.0,1.0,12.93,2.5,0.0
2,2023-07-26 20:03:00,2023-07-26 20:56:00,1,1.92,1,N,187,57,1,25.33,0.0,0.5,3.7,0.0,1.0,34.78,2.5,1.75
1,2023-07-26 20:41:00,2023-07-26 21:16:00,1,1.19,1,Y,156,56,1,26.62,2.5,0.5,0.71,0.0,1.0,31.33,0.0,0.0
1,2023-07-26 20:43:00,2023-07-26 21:09:00,1,0.33,1,N,158,193,1,38.83,0.5,0.5,4.17,0.0,1.0,47.5,2.5,0.0
1,2023-07-26 22:26:00,2023-07-26 23:10:00,2,0.35,3,N,257,251,1,8.59,3.5,0.5,4.02,0.0,1.0,20.11,2.5,0.0
1,2023-07-26 23:56:00,2023-07-27 00:22:00,3,1.1,1,N,28,94,1,61.47,3.5,0.5,3.26,0.0,1.0,72.23,2.5,0.0
2,2023-07-27 00:10:00,2023-07-27 01:09:00,1,1.67,1,N,119,103,2,15.96,0.0,0.5,0.09,6.55,1.0,26.6,2.5,0.0
2,2023-07-27 01:45:00,2023-07-27 02:19:00,1,13.69,1,N,124,238,2,3.42,2.5,0.5,1.33,0.0,1.0,13.0,2.5,1.75
2,2023-07-27 03:17:00,2023-07-27 04:16:00,1,1.15,1,N,155,53,1,9.46,0.0,0.5,0.39,0.0,1.0,13.85,2.5,0.0
2,2023-07-27 04:15:00,2023-07-27 04:22:00,1,4.52,1,N,195,58,1,44.85,3.5,0.5,4.35,0.0,1.0,56.7,2.5,0.0
2,2023-07-27 04:36:00,2023-07-27 05:19:00,1,2.73,1,N,201,52,2,26.11,1.0,0.5,12.55,0.0,1.0,41.16,0.0,0.0
2,2023-07-27 07:12:00,2023-07-27 07:36:00,3,3.16,1,N,174,135,1,27.69,0.5,0.5,2.47,0.0,1.0,34.66,2.5,0.0
1,2023-07-27 07:22:00,2023-07-27 07:41:00,1,4.12,1,N,149,95,1,10.32,3.5,0.5,5.18,0.0,1.0,23.0,2.5,0.0
1,2023-07-27 07:30:00,2023-07-27 08:10:00,1,0.82,1,N,201,160,1,4.18,1.0,0.5,4.15,0.0,1.0,13.33,2.5,0.0
2,2023-07-27 09:07:00,2023-07-27 09:33:00,1,6.95,1,N,135,157,1,6.65,2.5,0.5,0.22,0.0,1.0,13.37,2.5,0.0
1,2023-07-27 11:43:00,2023-07-27 12:37:00,1,6.07,1,N,174,66,1,10.41,0.0,0.5,0.08,0.0,1.0,14.49,2.5,0.0
2,2023-07-27 13:11:00,2023-07-27 13:35:00,1,4.03,1,N,76,94,1,4.89,3.5,0.5,0.16,0.0,1.0,12.55,2.5,0.0
2,2023-07-27 17:55:00,2023-07-27 18:26:00,3,2.47,2,N,258,52,1,6.44,0.0,0.5,2.91,6.55,1.0,17.4,0.0,0.0
2,2023-07-27 18:22:00,2023-07-27 18:53:00,2,4.55,1,N,130,2,1,4.61,1.0,0.5,13.03,6.55,1.0,29.19,2.5,0.0
2,2023-07-27 18:28:00,2023-07-27 19:24:00,2,2.25,1,N,216,120,1,79.65,3.5,0.5,9.29,0.0,1.0,98.19,2.5,1.75
1,2023-07-27 21:32:00,2023-07-27 22:03:00,1,1.08,1,N,256,224,1,10.5,1.0,0.5,0.95,6.55,1.0,23.0,2.5,0.0
2,2023-07-27 23:17:00,2023-07-27 23:50:00,1,8.08,1,N,195,175,1,30.38,0.5,0.5,0.5,0.0,1.0,32.88,0.0,0.0
1,2023-07-27 23:28:00,2023-07-28 00:26:00,2,2.43,1,N,118,202,2,9.69,0.0,0.5,0.4,0.0,1.0,11.59,0.0,0.0
2,2023-07-28 01:51:00,2023-07-28 02:34:00,1,1.42,1,N,152,232,1,3.03,3.5,0.5,0.23,0.0,1.0,8.26,0.0,0.0
1,2023-07-28 02:08:00,2023-07-28 02:51:00,2,3.95,2,N,141,126,1,15.23,3.5,0.5,5.44,0.0,1.0,27.42,0.0,1.75
2,2023-07-28 04:10:00,2023-07-28 04:44:00,1,3.86,1,N,40,261,1,19.49,2.5,0.5,2.99,6.55,1.0,33.03,0.0,0.0
2,2023-07-28 06:08:00,2023-07-28 06:38:00,1,3.26,1,N,106,101,2,46.79,3.5,0.5,0.09,6.55,1.0,60.18,0.0,1.75
2,2023-07-28 10:15:00,2023-07-28 10:20:00,2,6.62,1,N,115,169,2,5.03,0.5,0.5,1.38,0.0,1.0,10.91,2.5,0.0
2,2023-07-28 16:06:00,2023-07-28 16:59:00,1,5.18,2,N,132,19,1,3.75,0.0,0.5,13.76,0.0,1.0,23.26,2.5,1.75
2,2023-07-28 19:49:00,2023-07-28 20:19:00,1,4.73,1,N,36,219,1,28.11,0.0,0.5,0.48,0.0,1.0,30.09,0.0,0.0
